,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
17392,11717,6,2,2426,15,9,4,3,1,4,1,0,0,44,38
12869,9605,24,5,295,9,12,2,4,0,4,1,0,0,39,38
2866,2140,7,5,3978,12,13,4,0,1,2,0,0,0,39,38
12071,9009,7,2,8323,11,8,4,2,3,4,1,0,0,39,38
8063,6026,14,2,2115,9,12,2,3,0,4,1,0,40,54,38
13725,10243,30,3,2089,11,8,0,3,1,4,1,0,0,59,38
10807,8072,31,2,3464,11,8,2,13,0,4,1,0,0,39,38
12158,9077,33,2,31,6,4,0,13,1,4,1,0,0,49,38
3514,2636,8,2,2842,15,9,0,7,1,4,1,0,0,29,38
8194,6119,18,2,1781,11,8,5,13,1,4,1,0,0,49,38
4772,3550,8,3,3961,7,11,4,11,1,4,1,0,0,59,38
966,722,16,0,9132,11,8,4,0,3,4,0,0,0,29,38
10275,7668,24,1,8746,9,12,2,9,5,4,0,0,30,19,38
1363,1020,6,2,3911,15,9,4,3,3,2,1,0,0,39,38
5699,4243,30,2,3552,11,8,0,6,4,4,0,0,0,39,38
4781,3558,18,2,7131,9,12,2,3,0,4,1,0,0,44,38
3733,2796,34,1,1382,11,8,4,7,1,2,1,0,0,39,38
2122,1605,20,1,8163,11,8,2,10,0,4,1,0,0,39,38
2683,2009,32,2,996,11,8,2,2,0,4,1,0,0,39,38
8548,6389,27,4,6951,11,8,2,11,5,4,0,0,0,39,38
2575,1936,42,2,2873,11,8,2,6,5,4,0,0,0,39,21
7890,5883,17,2,3158,15,9,2,7,0,4,1,0,0,61,25
4816,3587,33,2,7626,11,8,2,6,5,4,0,44,0,39,7
9090,6795,19,0,1948,12,13,2,3,0,4,1,0,0,39,38
6977,5203,2,2,2436,15,9,4,7,3,4,0,0,0,15,38
7960,5939,16,2,4804,11,8,0,3,1,4,1,0,0,39,38
9378,7004,13,5,606,11,8,1,0,3,4,0,0,0,37,38
2357,1780,2,2,7245,2,7,3,7,3,3,0,0,0,19,38
15055,11253,6,2,5059,9,12,4,9,3,4,0,0,0,39,38
11369,8479,42,2,7973,9,12,2,0,5,4,0,38,0,29,38
5161,3840,23,2,7514,11,8,4,0,1,4,0,0,0,39,38
11123,8296,27,2,6520,15,9,0,5,3,4,1,0,0,39,38
11738,8760,46,4,6855,15,9,2,6,0,4,1,0,0,34,38
5210,3876,38,4,5280,11,8,2,2,0,4,1,0,0,19,38
9869,7378,14,5,7419,7,11,4,0,3,2,0,0,0,44,38
9480,7082,31,3,455,11,8,2,4,0,4,1,0,0,39,38
4099,3065,15,2,3999,9,12,2,2,0,4,1,0,0,43,38
7722,5753,8,2,1807,9,12,2,3,0,4,1,0,0,39,38
14952,11177,2,0,6407,15,9,4,0,3,4,0,0,0,9,38
5753,4285,28,2,5897,9,12,3,3,4,4,1,0,0,39,38
11047,8243,1,2,702,1,6,4,5,3,4,1,0,0,14,38
16242,11513,1,4,8143,11,8,4,11,3,4,1,0,0,47,38
12086,9020,3,2,2225,5,3,4,6,2,4,1,0,0,39,38
3885,2910,43,2,486,5,3,4,13,1,4,1,0,0,47,38
11901,8884,5,2,889,15,9,4,11,3,4,0,0,0,39,38
3454,2589,26,2,3015,2,7,2,2,0,4,1,0,0,39,38
14138,10557,12,4,5339,15,9,2,2,0,0,1,0,12,59,38
6768,5049,9,0,6114,14,14,2,9,0,4,1,0,0,59,3
9438,7051,25,5,804,7,11,0,9,1,2,1,0,0,39,38
12277,9166,42,2,679,11,8,2,2,0,4,1,0,0,39,38
10870,8116,9,2,2037,11,8,4,2,3,4,1,0,0,34,38
6380,4753,3,2,90,15,9,4,6,1,4,0,22,0,39,38
3974,2972,9,2,8699,15,9,2,3,0,4,1,0,0,59,38
4726,3514,14,2,2246,9,12,2,9,0,4,1,0,0,49,38
5733,4269,14,2,981,11,8,2,2,0,4,1,0,0,49,38
5409,4029,16,4,2644,7,11,4,7,1,2,1,0,0,31,38
707,527,48,2,4424,11,8,0,7,2,4,0,0,0,13,38
3276,2458,16,2,6789,3,1,2,2,1,4,1,0,66,31,25
3162,2370,17,2,1282,11,8,2,4,0,4,1,0,0,49,38
12292,9177,8,2,4700,9,12,4,0,3,4,0,0,0,39,38
361,266,9,2,9136,9,12,2,0,5,4,0,0,0,39,38
12123,9047,42,0,4711,7,11,2,0,0,4,1,0,0,39,38
8638,6458,33,0,7341,9,12,0,3,1,4,1,0,0,54,38
8701,6509,28,4,3578,8,10,2,10,0,4,1,0,0,2,38
10235,7635,21,2,2918,7,11,4,2,1,4,1,0,0,39,38
7552,5619,10,2,6675,11,8,2,2,0,4,1,0,0,39,38
3983,2978,21,2,3715,11,8,2,2,0,4,1,0,0,59,38
12861,9598,42,2,3800,7,11,2,2,0,4,1,80,0,19,38
5141,3826,30,2,7444,11,8,2,13,0,4,1,0,0,47,38
10125,7560,29,2,8568,9,12,2,3,0,4,1,96,0,39,38
460,338,17,1,1920,9,12,2,9,0,4,1,0,45,39,38
8808,6590,20,2,6153,9,12,5,3,1,4,1,0,0,34,38
10292,7681,25,2,9096,15,9,0,11,1,4,1,0,0,49,38
7713,5747,23,2,5926,7,11,2,11,0,4,1,0,0,51,38
13059,9741,13,2,7365,9,12,2,9,5,4,0,0,0,39,38
9735,7281,33,2,3959,11,8,5,0,2,4,0,0,0,39,38
9587,7168,26,3,3498,8,10,2,3,2,4,1,0,0,49,38
14841,11092,12,2,6428,12,13,2,3,5,4,0,0,0,39,38
1026,769,14,2,6765,15,9,4,0,4,2,0,0,0,34,38
192,137,16,2,4456,11,8,4,5,3,4,1,0,0,39,38
12360,9222,16,2,2454,8,10,0,0,1,4,1,0,0,39,38
14274,10661,19,2,393,11,8,2,3,0,4,1,0,0,49,38
3063,2296,22,1,8436,12,13,4,9,1,4,0,0,0,54,38
4257,3182,19,2,5437,1,6,4,2,3,4,1,0,0,39,38
11292,8420,16,2,2617,11,8,2,6,0,4,1,0,0,77,38
9085,6792,28,2,2350,11,8,0,7,1,2,0,0,0,34,38
15587,11398,39,4,6998,3,1,5,3,1,4,1,0,0,24,38
4785,3561,13,1,8938,11,8,2,10,0,2,1,0,0,39,38
2014,1522,28,2,7590,4,2,0,8,4,4,0,0,0,34,25
8604,6430,0,2,4202,5,3,4,2,1,4,1,0,0,44,38
7100,5295,44,3,3431,11,8,2,11,0,4,1,0,0,54,38
13941,10413,36,4,3778,11,8,2,11,0,4,1,0,0,68,38
10873,8118,21,2,4511,11,8,0,2,1,4,1,0,0,39,38
11648,8695,22,2,4746,11,8,4,2,3,4,1,0,0,39,38
14430,10771,34,4,18,15,9,2,2,0,4,1,0,0,39,38
1909,1444,30,2,3670,8,10,0,9,1,4,0,0,25,39,38
5252,3905,41,2,2701,12,13,0,0,1,4,0,0,41,44,38
3427,2567,11,2,5357,11,8,0,7,1,4,0,0,31,51,38
2248,1698,21,2,4729,7,11,4,6,1,2,0,89,0,49,38
10848,8101,2,2,6656,15,9,4,11,3,4,0,0,0,19,38
849,634,14,2,7389,0,5,0,2,1,4,1,0,0,37,38
8742,6542,17,1,387,7,11,0,0,4,4,0,0,0,9,38
11019,8226,3,2,6671,7,11,4,3,3,4,0,0,0,39,38
12144,9067,30,2,4173,9,12,2,0,0,4,1,80,0,39,38
4846,3610,48,2,2634,9,12,6,7,1,4,0,0,0,39,38
14883,11122,22,2,9476,11,8,0,0,1,4,1,0,0,39,38
10564,7888,49,2,8834,15,9,2,13,0,4,1,0,7,19,38
8491,6346,8,4,2230,15,9,4,2,4,4,1,0,0,34,38
7641,5684,3,2,6072,15,9,4,2,3,4,0,0,0,24,38
1388,1042,35,2,618,9,12,0,2,4,4,1,0,0,24,38
14182,10586,10,4,8207,11,8,0,13,1,4,1,0,0,68,38
8219,6142,27,1,5297,9,12,2,10,5,2,0,96,0,39,38
9108,6812,23,2,1935,11,8,3,0,3,4,0,0,0,37,38
5962,4445,8,2,7009,11,8,5,2,3,4,1,0,0,39,25
14396,10745,7,2,8101,11,8,4,11,3,2,0,0,0,19,38
3294,2471,7,2,2471,11,8,4,13,3,4,1,0,0,49,38
15085,11274,8,2,9422,15,9,2,2,3,4,1,0,0,39,38
161,115,16,2,3171,11,8,2,11,5,4,0,0,0,44,38
14336,10700,16,2,8229,15,9,4,0,4,1,0,0,0,34,38
16986,11647,12,2,2100,12,13,4,11,1,4,1,0,0,64,38
11178,8336,34,1,5103,9,12,0,0,1,4,0,0,0,39,38
7974,5951,19,2,6669,7,11,4,9,1,4,1,0,25,44,38
8465,6328,18,2,5814,12,13,2,3,0,4,1,0,0,44,38
3557,2670,9,2,5764,11,8,2,5,0,4,1,0,0,49,38
5646,4207,20,4,3095,1,6,4,4,3,4,1,0,0,36,38
11852,8846,24,3,1516,14,14,2,9,0,4,1,0,0,59,38
3654,2741,37,2,8354,11,8,2,7,0,4,1,0,0,49,38
11099,8278,13,2,2287,9,12,2,3,0,4,1,43,0,59,38
9451,7062,25,2,5815,8,10,0,7,4,4,0,0,0,31,38
1935,1464,7,2,7900,11,8,4,4,3,4,1,0,0,86,38
3751,2810,49,4,129,5,3,6,4,4,4,1,0,0,49,38
2243,1694,12,2,5332,9,12,4,11,1,4,1,79,0,47,38
457,335,16,2,7175,11,8,5,12,1,4,1,0,0,45,38
3857,2887,36,2,8064,11,8,2,7,0,4,1,0,0,49,10
3607,2709,24,3,3519,15,9,2,3,0,4,1,0,0,49,38
11236,8384,16,2,4303,11,8,2,2,0,4,1,0,0,39,38
2790,2088,11,4,5348,11,8,2,11,0,4,1,0,0,49,38
13643,10176,24,2,5757,14,14,2,3,0,4,1,0,0,39,38
12672,9458,14,2,4922,12,13,2,3,0,4,1,0,40,47,38
10961,8183,7,2,275,11,8,2,2,0,4,1,0,0,49,38
17349,11709,21,0,5350,9,12,2,9,0,4,1,0,0,39,38
12841,9585,19,2,1675,11,8,2,6,0,4,1,0,0,44,38
7211,5380,33,1,1730,12,13,2,3,0,4,1,0,0,59,38
2662,1993,17,4,1717,9,12,2,11,0,1,1,0,0,54,18
8781,6574,22,4,5372,9,12,2,3,0,1,1,0,0,49,34
5507,4103,19,2,8541,15,9,2,2,0,4,1,0,0,39,38
16186,11502,28,2,7757,1,6,2,2,0,4,1,0,0,39,38
850,635,9,2,1953,15,9,2,2,0,4,1,0,0,39,38
7668,5707,18,4,4186,15,9,2,2,0,4,1,0,0,59,38
14955,11179,22,4,5523,11,8,2,3,0,4,1,0,0,15,38
1890,1428,23,2,233,11,8,3,0,4,4,0,0,0,39,38
14977,11193,18,2,923,15,9,0,11,1,4,0,0,0,34,38
7325,5460,27,2,1221,12,13,5,3,4,4,0,0,0,19,38
6018,4489,42,2,5793,11,8,2,2,0,4,1,0,0,39,38
2526,1900,21,2,4131,9,12,2,13,0,4,1,62,0,39,38
14286,10669,14,2,5394,15,9,2,2,0,4,1,0,0,39,38
11445,8538,21,1,6476,4,2,2,5,2,4,1,0,0,39,25
9633,7206,17,2,3784,9,12,2,3,0,4,1,0,0,68,38
402,297,11,2,6858,0,5,3,2,4,4,1,0,0,39,25
369,274,40,2,5352,9,12,2,3,0,4,1,0,0,49,38
13378,9981,2,2,5930,15,9,4,5,3,4,1,0,0,49,38
8947,6689,13,2,2179,1,6,0,5,3,4,1,0,0,39,38
4011,3001,15,2,2340,1,6,2,7,5,4,0,0,0,59,38
15063,11258,22,2,2901,15,9,2,3,0,4,1,0,0,49,38
7745,5771,40,4,6598,15,9,2,3,5,4,0,0,0,59,38
14499,10824,4,2,9244,15,9,4,11,3,4,1,0,0,23,38
13181,9828,15,2,6048,11,8,2,11,0,4,1,0,0,48,38
1958,1478,33,2,3896,11,8,2,3,0,4,1,0,0,49,38
11725,8750,9,2,4986,9,12,4,9,1,4,1,0,0,49,38
5542,4130,23,2,6520,0,5,2,2,0,4,1,0,0,49,38
618,463,14,2,7026,11,8,3,8,2,2,0,0,0,59,22
881,658,50,1,4818,15,9,0,0,1,2,0,0,0,19,38
6664,4974,10,2,6230,15,9,2,3,0,4,1,0,0,74,38
6573,4906,33,2,7100,15,9,0,12,1,4,0,0,0,35,38
6711,5007,47,4,3831,11,8,2,2,0,4,1,35,0,23,21
13141,9801,20,2,7414,11,8,5,2,1,4,1,0,0,49,38
7767,5786,16,2,1743,12,13,4,3,1,4,1,0,0,39,38
6578,4909,28,5,1256,15,9,2,0,5,1,0,0,0,39,38
717,534,21,2,212,9,12,2,11,0,4,1,80,0,39,38
13355,9967,17,2,2390,9,12,2,3,0,4,1,0,0,64,38
6780,5058,6,2,7292,0,5,2,5,0,4,1,0,0,39,38
10850,8103,54,2,4798,12,13,4,7,1,4,0,0,0,19,38
4702,3494,12,5,8883,9,12,2,3,0,4,1,83,0,39,38
1520,1141,19,2,666,11,8,2,3,0,4,1,0,0,39,38
12913,9638,12,2,2012,11,8,0,6,3,4,0,0,0,39,38
10424,7777,17,2,2332,11,8,0,0,3,4,0,0,0,39,38
1887,1425,31,2,8602,14,14,2,12,0,4,1,0,40,39,38
6440,4802,34,2,6003,8,10,2,5,0,4,1,0,0,39,38
8885,6644,18,2,5044,9,12,4,11,1,4,1,0,0,49,38
4841,3606,20,2,4476,9,12,6,9,1,4,0,0,0,49,38
14176,10583,7,1,7269,15,9,0,5,1,2,1,0,0,49,38
9280,6928,5,2,8335,11,8,4,13,3,4,1,0,0,39,38
1370,1026,32,2,5088,11,8,2,2,0,4,1,83,0,44,38
3315,2486,16,2,9064,11,8,2,2,0,4,1,0,0,39,38
13073,9752,16,2,7487,11,8,0,3,1,4,0,0,0,39,38
11513,8592,4,2,8768,15,9,4,0,3,1,1,0,0,19,38
4233,3162,19,4,9217,11,8,2,2,0,4,1,0,0,34,25
11115,8289,16,2,6055,7,11,3,2,1,4,1,0,0,19,38
1002,750,41,2,2146,9,12,2,9,0,4,1,0,0,39,38
4933,3669,13,2,6881,15,9,2,11,0,4,1,0,0,39,38
4934,3670,22,2,7860,15,9,0,3,4,4,0,0,0,39,25
1411,1058,19,2,6318,11,8,0,4,1,4,1,0,0,39,38
605,454,16,2,6390,1,6,4,5,3,2,1,0,0,39,38
320,233,21,2,8730,15,9,2,3,0,4,1,0,0,54,38
11840,8836,43,2,3263,11,8,2,2,0,4,1,0,0,39,38
2507,1885,32,2,352,15,9,2,3,0,4,1,0,37,39,38
10542,7870,15,2,7899,11,8,1,7,2,4,0,0,0,9,38
2553,1917,19,2,4131,15,9,2,6,0,4,1,0,0,43,38
3253,2440,4,5,9444,15,9,4,7,3,2,0,0,0,11,38
15318,11350,17,2,8711,14,14,2,3,0,4,1,37,0,49,38
9605,7183,41,2,9226,5,3,2,6,0,4,1,40,0,49,25
3540,2658,26,2,8572,15,9,0,6,4,2,0,0,0,37,38
14478,10811,53,3,6150,15,9,4,3,1,4,1,0,0,4,38
1282,967,34,3,7517,15,9,2,3,0,4,1,0,0,49,38
7794,5809,16,2,4697,9,12,2,9,0,4,1,0,0,39,38
12405,9262,21,1,518,12,13,4,9,1,4,1,0,0,42,38
1387,1041,22,2,9110,11,8,0,3,1,4,0,0,0,37,38
11432,8527,28,2,7404,15,9,2,2,0,4,1,0,0,54,38
4280,3196,6,1,5699,15,9,4,10,3,4,1,0,0,39,38
14410,10754,6,2,7974,15,9,4,3,3,4,1,0,0,29,38
8025,5994,5,2,6854,15,9,4,7,3,4,1,0,0,29,38
2872,2145,26,2,5229,8,10,0,6,1,4,1,0,0,39,38
11186,8343,14,1,5321,12,13,2,9,0,4,1,0,0,39,38
2582,1940,50,4,4436,9,12,2,3,0,4,1,0,0,7,38
9840,7357,37,2,6316,9,12,2,11,0,4,1,0,0,34,38
9963,7448,13,2,4558,11,8,2,2,0,4,1,0,0,39,38
11039,8238,11,2,2600,0,5,0,5,1,4,1,0,0,39,38
5153,3834,42,2,6844,6,4,5,6,4,4,0,0,0,39,25
13264,9894,19,2,2775,11,8,2,0,5,4,0,0,0,39,38
3799,2846,35,2,4725,1,6,2,7,0,4,1,0,0,39,38
6701,5000,12,3,7606,9,12,0,9,1,4,0,0,0,74,38
3842,2877,6,2,9586,15,9,4,7,3,2,1,0,0,39,38
7145,5328,31,4,8936,11,8,0,2,1,4,1,0,0,59,38
3973,2971,14,2,4001,15,9,2,2,0,4,1,0,17,39,38
2608,1955,27,2,8061,11,8,6,3,4,2,0,0,0,39,38
10304,7689,32,2,5952,15,9,2,9,0,4,1,0,0,39,38
15021,11228,19,2,3483,11,8,4,0,3,4,0,0,0,39,38
15861,11447,23,0,3968,9,12,4,9,1,4,0,0,0,39,38
2713,2030,16,2,5969,11,8,0,7,3,4,0,0,0,39,38
6219,4647,22,2,4587,11,8,2,13,0,2,1,0,37,39,38
6041,4505,5,2,647,9,12,4,4,3,4,1,0,0,39,38
14509,10831,11,2,2857,11,8,4,7,1,4,1,0,0,59,38
10425,7778,14,2,2228,11,8,2,2,0,4,1,0,0,39,38
2455,1852,6,2,5591,11,8,4,2,1,4,1,0,0,39,38
9609,7187,17,1,6219,15,9,2,2,0,4,1,0,30,39,38
6260,4678,31,2,3799,11,8,2,0,5,4,0,0,0,39,38
8522,6371,36,2,1293,9,12,4,7,1,1,0,0,0,20,23
14245,10639,2,2,9478,15,9,4,11,2,2,0,0,0,39,38
806,605,4,2,6065,15,9,4,11,3,2,0,0,0,24,38
14538,10856,3,2,6943,11,8,4,5,3,4,1,0,0,29,38
9750,7291,23,4,311,11,8,0,2,1,4,1,0,0,39,38
73,52,19,2,4796,11,8,2,2,0,4,1,0,0,44,38
2492,1878,2,2,7047,15,9,4,11,3,4,1,0,0,24,38
14420,10764,23,2,3992,11,8,2,11,0,4,1,0,0,23,38
12288,9174,3,2,9487,15,9,4,11,3,4,1,0,0,39,38
1905,1440,19,1,3042,15,9,2,10,0,4,1,0,0,59,38
9465,7071,48,1,1828,5,3,2,3,0,4,1,0,11,39,38
8853,6622,20,2,2528,11,8,2,2,0,4,1,0,0,44,38
16729,11604,38,2,5614,9,12,5,2,1,4,1,0,0,39,38
12214,9119,6,2,2562,4,2,4,5,4,4,1,0,0,29,38
8527,6373,19,2,4569,15,9,2,6,0,4,1,0,0,39,38
11927,8906,52,2,2835,9,12,6,3,1,4,0,27,0,14,38
5446,4057,9,2,1460,0,5,2,13,0,4,1,0,0,34,38
15022,11229,20,2,7147,2,7,5,8,4,2,0,0,0,39,38
398,293,17,2,6721,14,14,2,9,0,4,1,0,0,54,38
9404,7025,26,2,3574,11,8,2,2,0,4,1,0,0,39,38
1071,805,26,2,4999,9,12,4,9,1,4,1,0,0,39,38
4822,3593,8,2,8770,0,5,5,7,3,4,0,0,0,24,38
15686,11413,29,2,487,15,9,0,7,4,4,0,0,0,9,38
12985,9686,25,0,4283,12,13,4,3,1,4,0,93,0,59,38
1215,920,23,2,6673,9,12,2,11,0,4,1,0,0,44,38
9506,7104,28,2,4387,11,8,2,6,0,4,1,0,0,51,38
7397,5517,10,2,4959,11,8,4,13,3,4,1,0,0,39,38
60,44,9,1,6102,9,12,4,10,3,4,1,0,0,39,38
13489,10062,1,2,9387,0,5,4,8,3,2,0,0,0,19,38
10149,7575,23,1,7101,7,11,2,3,0,4,1,0,0,39,38
9411,7029,33,1,6555,12,13,0,9,1,0,0,0,0,49,38
15072,11264,15,2,6345,15,9,0,6,4,4,1,0,0,44,38
3517,2639,24,1,4764,9,12,2,9,0,4,1,0,0,34,38
13951,10420,21,2,4525,0,5,4,9,1,4,1,0,65,80,38
12537,9361,55,1,3281,10,15,2,3,0,4,1,0,7,39,38
9009,6737,20,2,211,11,8,2,2,0,4,1,0,0,50,38
13219,9862,24,5,8333,10,15,2,9,0,4,1,0,0,49,38
11744,8765,50,1,7488,11,8,0,7,1,4,0,0,0,23,38
13685,10213,52,2,5651,2,7,2,13,0,4,1,87,0,59,38
12511,9342,14,2,5610,10,15,3,9,1,1,1,0,0,59,2
10868,8114,38,1,224,9,12,6,9,1,4,0,0,0,39,38
3813,2857,21,2,1588,8,10,0,0,4,2,0,0,0,39,38
11007,8218,13,2,2676,11,8,3,11,4,4,1,0,0,39,38
1202,909,50,2,8656,11,8,2,5,0,4,1,0,0,23,38
8389,6269,5,2,1096,15,9,4,13,3,1,1,0,0,39,38
723,539,45,0,4635,11,8,6,0,4,4,0,0,0,39,38
10361,7730,15,2,1165,15,9,0,6,4,4,0,0,0,39,38
9708,7265,31,2,4848,15,9,0,0,4,4,0,0,0,39,38
9025,6750,2,2,8747,15,9,4,11,3,4,0,0,0,24,38
11520,8598,44,2,4785,11,8,2,13,0,4,1,0,0,39,38
2694,2016,5,2,6723,9,12,4,3,3,4,0,0,0,49,38
11741,8762,17,2,4427,11,8,2,11,0,4,1,0,0,49,38
1881,1419,28,5,1799,15,9,2,3,0,4,1,0,0,39,38
5132,3817,44,2,1551,11,8,2,13,0,4,1,0,0,39,38
1528,1149,29,2,5889,11,8,2,2,0,4,1,0,0,39,38
10918,8156,13,2,8736,11,8,2,12,0,4,1,0,0,39,38
8217,6141,3,2,358,15,9,4,3,1,2,1,0,0,46,38
1778,1336,28,2,2626,11,8,2,11,0,4,1,0,0,39,38
12587,9399,34,1,5487,11,8,3,5,4,4,1,0,0,39,38
9765,7303,29,3,7972,15,9,2,11,0,4,1,0,0,59,38
8744,6544,5,2,6069,9,12,4,3,3,4,1,23,0,3,38
4361,3255,3,2,4787,11,8,4,7,1,2,0,0,0,39,38
7213,5381,13,2,4242,15,9,2,0,0,4,1,0,0,39,38
1293,976,24,3,6826,15,9,2,11,0,4,1,0,0,81,38
9402,7023,26,2,9290,15,9,2,6,0,4,1,0,0,39,25
1988,1503,25,2,9084,12,13,2,9,0,4,1,0,0,49,38
4139,3092,8,0,8700,15,9,2,10,0,2,1,0,0,39,38
4487,3334,34,4,3472,11,8,0,11,1,4,0,0,0,43,38
5823,4338,0,2,5705,1,6,4,11,3,4,1,0,0,19,38
2674,2001,19,2,857,9,12,2,12,0,4,1,43,0,41,38
7452,5556,49,2,2733,9,12,2,9,0,4,1,0,0,39,38
7631,5675,22,2,1118,11,8,4,4,4,4,1,0,0,39,38
12615,9422,2,2,9417,15,9,4,0,3,4,0,0,0,19,38
11779,8791,22,2,4978,11,8,2,6,0,4,1,0,0,39,38
10982,8200,11,2,8087,15,9,4,13,1,4,1,0,0,49,38
9819,7343,32,2,3611,15,9,0,9,1,4,1,93,0,43,38
13165,9818,20,2,2443,9,12,5,9,4,4,0,67,0,31,38
993,744,53,3,7163,6,4,0,11,1,4,1,0,0,44,38
1193,901,27,2,6416,11,8,3,7,1,2,0,0,0,39,22
12822,9569,6,4,2551,11,8,4,2,3,4,1,0,0,39,38
3878,2905,48,2,9098,8,10,2,0,0,4,1,0,0,14,38
2144,1624,11,2,2151,1,6,4,6,4,4,0,0,0,39,26
6718,5013,21,2,5956,8,10,2,2,0,4,1,0,0,49,38
9276,6924,46,4,7708,15,9,2,4,0,4,1,0,0,19,38
11788,8798,21,1,2635,9,12,4,3,4,1,1,0,31,39,39
11559,8626,11,2,4423,4,2,4,7,1,4,0,0,0,39,25
11785,8796,23,2,6357,11,8,2,6,0,4,1,0,0,49,38
7299,5438,28,2,17,15,9,2,6,0,4,1,0,0,77,38
8663,6478,28,1,736,1,6,2,7,5,4,0,0,0,24,38
7359,5487,22,2,9614,7,11,5,2,1,4,1,0,0,39,38
519,390,24,2,6461,11,8,0,0,4,4,0,0,0,39,38
13607,10151,13,2,1521,15,9,2,5,0,4,1,0,0,39,38
13014,9710,43,2,4079,11,8,2,0,5,4,0,0,0,39,38
7924,5911,2,2,4510,11,8,4,11,3,4,0,0,0,7,38
13949,10418,24,2,9026,9,12,6,3,4,4,1,0,0,19,38
17,12,1,2,1631,1,6,4,9,3,4,0,0,0,39,38
5323,3963,13,2,4492,7,11,2,3,0,4,1,0,35,49,38
12454,9298,40,2,390,11,8,0,7,1,4,0,0,0,39,38
1577,1185,17,0,5372,9,12,2,0,0,1,1,0,0,37,38
8623,6444,14,2,4709,9,12,4,9,1,2,0,93,0,59,38
10274,7667,8,2,5886,9,12,4,3,1,4,0,0,0,49,38
14333,10698,32,3,1354,15,9,2,2,0,1,1,0,0,55,38
13266,9896,0,4,8978,1,6,4,4,3,4,1,0,0,9,38
9753,7293,20,3,2715,9,12,4,3,3,4,1,0,0,39,38
14831,11085,10,2,547,15,9,4,7,1,4,1,0,0,24,38
7102,5297,11,2,3122,9,12,4,6,4,2,0,0,0,39,38
5138,3823,45,2,6682,0,5,2,6,0,2,1,0,0,39,38
13532,10091,35,2,2050,11,8,2,11,0,4,1,0,0,39,38
8387,6267,1,2,1412,15,9,4,11,3,4,0,0,0,19,38
6057,4521,23,2,8669,11,8,0,10,4,4,0,0,0,39,38
12724,9496,13,0,1102,9,12,4,3,2,1,0,0,0,44,38
13174,9824,18,2,4300,11,8,4,6,4,2,0,0,0,47,38
1402,1051,15,2,9284,11,8,2,13,0,4,1,0,0,39,38
14300,10675,17,2,6192,11,8,4,6,1,2,1,0,42,39,38
14837,11089,10,2,5358,15,9,2,6,0,4,1,0,0,39,38
12160,9079,21,2,564,9,12,2,9,0,4,1,80,0,59,38
12699,9477,24,2,4341,7,11,2,12,0,4,1,0,0,44,38
16937,11639,30,2,7633,8,10,2,2,0,4,1,0,0,59,38
12273,9163,11,3,3604,11,8,4,0,3,4,0,0,0,34,38
12463,9305,26,2,6105,11,8,5,5,4,2,0,0,0,44,38
11085,8268,22,2,9595,11,8,5,6,4,4,0,0,0,23,38
5599,4173,32,2,3451,11,8,2,13,0,2,1,0,0,39,38
10569,7893,12,5,986,11,8,4,7,1,1,1,0,0,39,36
14041,10488,21,1,195,12,13,4,9,1,4,0,0,25,54,38
7775,5793,25,2,8715,4,2,2,7,0,4,1,0,0,43,25
1459,1094,33,2,6771,11,8,2,13,0,4,1,0,0,39,38
8058,6023,8,2,7909,5,3,2,5,0,4,1,0,0,39,25
15150,11306,33,2,3933,9,12,2,0,0,4,1,0,38,49,38
12703,9481,2,2,4830,15,9,4,0,3,4,0,0,0,39,38
6124,4569,48,2,40,9,12,0,0,1,4,0,0,0,39,38
3734,2797,8,2,5709,11,8,4,3,3,4,0,0,0,39,38
14975,11192,7,2,262,15,9,2,7,5,4,0,0,0,39,38
6523,4867,13,2,8941,11,8,4,5,4,2,1,0,0,69,38
9324,6963,13,2,6049,11,8,4,0,4,4,1,0,0,39,38
11018,8225,17,2,4554,15,9,4,2,1,4,1,0,0,39,38
4941,3676,42,0,243,11,8,2,2,0,4,1,0,0,39,38
3388,2538,25,0,729,12,13,2,9,0,4,1,0,38,39,38
8531,6376,7,2,7807,11,8,0,10,3,4,0,0,32,39,38
9267,6918,28,2,1886,15,9,2,2,0,4,1,0,0,39,38
6296,4700,17,2,2114,9,12,4,3,1,1,0,0,0,39,29
1978,1493,27,2,7515,11,8,2,2,0,4,1,0,0,39,38
13236,9871,14,2,4870,11,8,2,0,5,4,0,0,0,36,38
8778,6572,8,2,3069,11,8,4,0,4,4,0,0,0,29,38
285,204,33,2,2943,9,12,0,11,1,4,0,0,0,49,38
7143,5326,8,2,9133,8,10,4,2,3,4,1,0,0,39,38
477,354,8,2,4877,15,9,4,0,1,4,1,0,0,29,38
13933,10405,2,2,6892,11,8,4,7,2,4,0,0,0,39,38
1060,795,18,4,5219,6,4,2,2,0,4,1,0,0,49,38
1884,1422,5,2,6104,11,8,4,11,4,4,0,0,0,39,28
10086,7532,30,3,2509,9,12,2,3,0,4,1,0,0,49,4
12616,9423,34,2,4685,11,8,2,6,0,2,1,0,0,39,38
13110,9778,50,4,504,11,8,2,4,0,4,1,0,0,34,38
9781,7314,32,2,8405,8,10,2,9,0,4,1,0,0,39,38
3855,2885,41,2,1015,11,8,2,3,0,4,1,0,0,44,38
6269,4683,34,5,9390,10,15,2,3,0,4,1,80,0,39,38
